,document,score,review_score,most_words,Pos_Neu_Neg
32,오랫만에 리스토란테 에오에서 명절 전야 모임! 모두 행복한 설 명절 연휴 되세요!!,4.0,0.9256,"[('명절', 2), ('만', 1), ('리스', 1), ('토란', 1), ('테', 1), ('오', 1), ('전야', 1), ('모임', 1), ('모두', 1), ('행복한', 1)]",긍정
33,로컬 레스토랑 중 완벽한 서비스를 자랑하는 곳이다 100%예약제로 운영되는 곳으로 어쉐프의.재료 본연의 맛을 잘 살리는 요리가 나온다 간이 약하기 때문에 센맛을 좋아하시는분이기는 호불호가 갈리는 곳,4.0,0.7703,"[('곳', 3), ('맛', 2), ('로컬', 1), ('레스토랑', 1), ('중', 1), ('완벽한', 1), ('서비스', 1), ('자랑', 1), ('예약', 1), ('제로', 1)]",긍정
34,추천할만한거 같구요,4.0,0.8028,"[('추천', 1), ('거', 1), ('같구요', 1)]",긍정
35,먹고싶을만 하네.,3.0,0.7844,[],긍정
36,이곳 메인홀에는 *조상근* 작가의 멋진 작품이 있습니다 ♡,3.5,0.8764,"[('곳', 1), ('메인', 1), ('홀', 1), ('상근', 1), ('작가', 1), ('멋진', 1), ('작품', 1), ('있습니다', 1)]",긍정
37,사전예약 필수. 원하는 자리를 위해선 일주일전,3.5,0.9025,"[('사전예약', 1), ('필수', 1), ('원하는', 1), ('자리', 1), ('위해', 1), ('선', 1), ('일주', 1), ('일전', 1)]",긍정
38,어윤권 쉐프의 창작성이 돋보이는 요리를 맛볼 수 있으며 많은 사람들이 주저함없이 서울 최고의 이탈리아 레스토랑으로 꼽는다.,3.5,0.9805,"[('어윤권', 1), ('쉐프', 1), ('창작', 1), ('요리', 1), ('수', 1), ('있으며', 1), ('많은', 1), ('사람', 1), ('함', 1), ('서울', 1)]",긍정
39,그냥 가볼만햇다,4.0,0.141,"[('그냥', 1), ('햇', 1)]",부정
40,진짜 또 가고 싶은 것 같아요,4.0,0.8664,"[('진짜', 1), ('또', 1), ('것', 1), ('같아요', 1)]",긍정
41,괜찮은 것 같다,3.0,0.8265,"[('괜찮은', 1), ('것', 1), ('같다', 1)]",긍정
42,이탤리 음식의 정점~ 예약필수!!,4.0,0.9362,"[('이탤리', 1), ('음식', 1), ('정점', 1), ('예약', 1), ('필수', 1)]",긍정
43,정갈하고 세련된 음식들,4.0,0.9002,"[('정갈하고', 1), ('세련된', 1), ('음식', 1)]",긍정
44,좋았던 편이네요,3.0,0.7678,"[('좋았던', 1), ('편이', 1)]",긍정
45,진짜 괜찮아요,4.0,0.9074,"[('진짜', 1), ('괜찮아요', 1)]",긍정
46,Good food,4.0,0.4542,[],중립
47,입안 가득 도는 행복,4.0,0.6642,"[('입안', 1), ('가득', 1), ('도', 1), ('행복', 1)]",긍정
48,"점심코스 아주 훌륭합니다. 33,000원.",3.5,0.9192,"[('점심', 1), ('코스', 1), ('아주', 1), ('훌륭합니다', 1)]",긍정
49,여긴 정말 강추입니다.!,4.0,0.983,"[('정말', 1), ('강추', 1), ('입니다', 1)]",긍정
50,배가 불러도 멈출 수 없는 맛…,4.0,0.7352,"[('배', 1), ('수', 1), ('없는', 1), ('맛', 1)]",긍정
51,괜춘하다능?,4.0,0.8748,"[('괜', 1), ('춘하', 1), ('능', 1)]",긍정
0,맛있어요,4.5,0.9502,"[('맛있어요', 1)]",긍정
1,너무 맛있어요,5.0,0.987,"[('맛있어요', 1)]",긍정
2,한마디로 맛있네여. 한식 퓨전식인데 절묘하게 맛이 어우러집니다. 미슐랭 1스타에 걸맞는 실력이네요. 다만 발렛주차장소가 떨어져 있어 미리 잘 확인하고 가세여~~,5.0,0.5808,"[('한마디', 1), ('맛있네여', 1), ('한식', 1), ('퓨전', 1), ('절묘하게', 1), ('맛', 1), ('미슐랭', 1), ('스타', 1), ('걸', 1), ('실력', 1)]",중립
3,눈도 즐거웠고 맛도 훌륭했습니다.,5.0,0.9792,"[('눈', 1), ('즐거웠고', 1), ('맛', 1), ('훌륭했습니다', 1)]",긍정
4,높은 기대치를 충족해 줬어요. 아주 만족,4.0,0.9606,"[('높은', 1), ('대치', 1), ('충족', 1), ('아주', 1), ('만족', 1)]",긍정
5,강민구 셰프는 최고입니다.,5.0,0.9679,"[('강민구', 1), ('셰프', 1), ('최고', 1), ('입니다', 1)]",긍정
6,아주 괜찮았어요. 추천합니다.,5.0,0.9634,"[('아주', 1), ('괜찮았어요', 1), ('추천', 1)]",긍정
7,한식만이 가지고 있는 독특한 발효음식인 장류를 과감하게 서구음식에 적용했다. 그런데 그 맛이 특이하거나 이상하지 않고 조화를 이루어 내며 미각의 풍미를 자극한다. 서울사람이라면 꼭 한번 먹어봐야 하는 집이다.,5.0,0.9884,"[('음식', 2), ('한식', 1), ('가지', 1), ('있는', 1), ('독특한', 1), ('발효', 1), ('장류', 1), ('과감', 1), ('적용', 1), ('그', 1)]",긍정
8,발효 문화를 가미한 퓨전 레스토랑 이런 시도를 할수 있다는건 분명 천재 세프라 생각됩니다 안어울릴것 같은 조합이 아주 잘 어울립니다  꼭 한번 드셔보세요 ㅎ  대한민국 최고입니다,5.0,0.9963,"[('발효', 1), ('문화', 1), ('가미', 1), ('퓨전', 1), ('레스토랑', 1), ('이런', 1), ('시도', 1), ('있다는건', 1), ('분명', 1), ('천재', 1)]",긍정
9,한국의 독특한 발효 문화를 가미한 퓨전 레스토랑 대한민국 최고입니다,5.0,0.9826,"[('한국', 1), ('독특한', 1), ('발효', 1), ('문화', 1), ('가미', 1), ('퓨전', 1), ('레스토랑', 1), ('대한민국', 1), ('최고', 1), ('입니다', 1)]",긍정
10,대체적으로 보통이다 한식과 양식을 섞어 놓은건 알겠는데 이것도 아니고 저것도 아닌 맛? 다음 코스요리가 기대되지 않는 맛이었다. 유명한 장트리오는 너무 짰고 아뮤즈도 맛있다는 아니고 먹을만하네 정도..  호불호가 갈리는 밍글스이다.,3.0,0.1026,"[('것', 2), ('아니고', 2), ('맛', 2), ('체적', 1), ('보통', 1), ('한식', 1), ('양식', 1), ('건', 1), ('아닌', 1), ('다음', 1)]",부정
11,음식이 나오자마자 저절로 탄성을 지르게되는 비쥬얼! 음식이 아니라 작품이나와요 +_+,3.0,0.1108,"[('음식', 2), ('저절로', 1), ('탄성', 1), ('비쥬', 1), ('얼', 1), ('아니라', 1), ('작품', 1)]",부정
12,재료를 새로운 시각으로 볼수있게 해준식사를 먹었네요,4.0,0.9178,"[('재료', 1), ('새로운', 1), ('시각', 1), ('식사', 1)]",긍정
13,재료도 신선하고 간도 알맞고 무엇보다 눈이 참 즐거워지는 식사였습니다.,4.0,0.9828,"[('재료', 1), ('신선하고', 1), ('간도', 1), ('알맞고', 1), ('무엇', 1), ('눈', 1), ('즐거워지는', 1), ('식사', 1)]",긍정
14,실내분위기 편안하고좋습니다 테이블은 대여섯개정도있어서 예약하고가셔야되요 ㅎㅎ,3.0,0.9645,"[('실내', 1), ('분위기', 1), ('편안하고', 1), ('좋습니다', 1), ('테이블', 1), ('개정', 1), ('있어서', 1), ('예약', 1), ('요', 1)]",긍정
15,깔끔하고 건강한 한식레스토랑이고 메뉴는 계절마다 바뀌는듯해요 ^^,5.0,0.9731,"[('깔끔하고', 1), ('건강한', 1), ('한식', 1), ('레스토랑', 1), ('메뉴', 1), ('계절', 1), ('해', 1)]",긍정
16,외식을 즐겨하지 않는 엄마의 마음속에 쏙들정도로 음식간도 알맞고 괜찮아요 ㅎ,5.0,0.984,"[('외식', 1), ('엄마', 1), ('마음속', 1), ('쏙', 1), ('정도', 1), ('음식', 1), ('간도', 1), ('알맞고', 1), ('괜찮아요', 1)]",긍정
17,한국사람의 입맛이든 외국인의 입맛이든 둘다 사로잡을수 있을거라고 생각이들어요 *O*,5.0,0.3414,"[('입맛', 2), ('한국', 1), ('사람', 1), ('외국인', 1), ('있을거라고', 1), ('생각', 1)]",중립
18,식혜가 달걀안에들어가있어서 특이하기도하고 알던식혜맛과 다르게 오미자가 들어있어그런가 상큼하고 처음부터 끝까지 특이,5.0,0.1458,"[('식혜', 2), ('달걀', 1), ('안', 1), ('특이하', 1), ('기도', 1), ('맛', 1), ('다르게', 1), ('오미자', 1), ('런가', 1), ('상큼', 1)]",부정
19,눈으로 한번먹고ㅎㅎ 입으로 또먹고ㅎㅎ 너무이쁘고맛있는 퓨전한식집이네용,3.0,0.986,"[('눈', 1), ('한번', 1), ('입', 1), ('또', 1), ('이쁘고', 1), ('맛있는', 1), ('퓨전', 1), ('한식', 1), ('집', 1), ('용', 1)]",긍정
20,서로다른것끼리 조화롭게 어우러진다는 밍글스의 뜻처럼 퓨전 한식의 신세계를 맛볼수잇는곳이에요 ><,5.0,0.8899,"[('서로', 1), ('다른것', 1), ('끼리', 1), ('조화롭게', 1), ('밍글스', 1), ('뜻', 1), ('퓨전', 1), ('한식', 1), ('신세계', 1), ('곳', 1)]",긍정
21,음식 하나하나 좋았으나 한식은 한상차려놓고 먹어야 제맛이라는 통념상 조금조금 코스별로 나오는 음식이 좀 아쉬운듯 감질남~!,4.0,0.8352,"[('음식', 2), ('하나', 2), ('좋았으나', 1), ('한식', 1), ('상', 1), ('맛', 1), ('통념', 1), ('코스', 1), ('별로', 1), ('좀', 1)]",긍정
22,메뉴구성에 따라 추가요금이 붙는형식 ㅎㅎㅎㅎ,5.0,0.2812,"[('메뉴', 1), ('구성', 1), ('추가', 1), ('요금', 1), ('형식', 1)]",부정
23,재기넘치는 아이디어와 직관적이고 풍성한 맛의 다양한 조화를 보여줘요 안드셔보셨으면 빨리예약해서 경험해보길 ㅋㅋㅋㅋ,3.0,0.9679,"[('재기', 1), ('넘치는', 1), ('아이디어', 1), ('직관', 1), ('성한', 1), ('맛', 1), ('다양한', 1), ('조화', 1), ('예약', 1), ('경험', 1)]",긍정
24,메뉴판에 코스하나만 뙇! ㅋㅋㅋㅋ,3.0,0.6717,"[('메뉴판', 1), ('코스', 1), ('하나', 1), ('뙇', 1)]",긍정
25,신선한 메뉴구성은 무척 매력적이지만 코스는 처음부터 끝가지 만족스러워야한다는 관점에서 보자면 몇개요리는 그저그래서 좀 아쉽…  ㅋ_ㅋ,3.0,0.9741,"[('신선한', 1), ('메뉴', 1), ('구성은', 1), ('무척', 1), ('매력', 1), ('코스', 1), ('처음', 1), ('끝', 1), ('가지', 1), ('만족스러워', 1)]",긍정
26,디너코스로 먹었는데 다먹는데 두시간반정도 걸렸어요ㅋㅋㅋ,4.0,0.2821,"[('디', 1), ('코스', 1), ('시간', 1), ('정도', 1)]",부정
27,분명히 한식요리인데 서양식처럼 플레이팅해서 예쁘게 나오니까 신기했어요ㅎㅎ,3.0,0.9268,"[('분명히', 1), ('한식', 1), ('요리', 1), ('양식', 1), ('플레이', 1), ('팅', 1), ('예쁘게', 1), ('신기했어요', 1)]",긍정
28,먹물&파래장 소스에 성게 굴 제철해산물이 올라간 카펠리니 파스타!!!! 존맛 먹고또먹고싶었음ㅠㅠ,3.0,0.9447,"[('먹물', 1), ('파래', 1), ('소스', 1), ('성게', 1), ('굴', 1), ('제철', 1), ('해산물', 1), ('카펠리니', 1), ('파스타', 1), ('존맛', 1)]",긍정
29,화이트와인에 고급스러운한식을 먹으니까 너무 맛있어용ㅎ,5.0,0.9907,"[('화이트와인', 1), ('고급스러운', 1), ('한식', 1), ('맛있어용', 1)]",긍정
30,평일런치였는데 2주전에 겨우 예약을할수있었어요 예약할때마다 풀북.. ^ㅡ^,4.0,0.9263,"[('예약', 2), ('평일', 1), ('런', 1), ('주전', 1), ('겨우', 1), ('때', 1), ('풀북', 1)]",긍정
31,숯불한우안심 먹었는데 송로버섯도 맛있고 고기가 살살녹아요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4.0,0.9703,"[('숯불', 1), ('한우', 1), ('안심', 1), ('송로버섯', 1), ('맛있고', 1), ('고기', 1), ('살살', 1)]",긍정
32,식재료에대한 이해와 해석에 아이디어와 재치가 놀랄정도로 참친 !!!!,3.0,0.0982,"[('식', 1), ('재료', 1), ('대한', 1), ('이해', 1), ('해석', 1), ('아이디어', 1), ('재치', 1), ('정도', 1), ('친', 1)]",부정
33,한입요리들도 맛있었고 추가주문한 성게알 오징어먹물 파스타 맛있었어요,3.0,0.9794,"[('입', 1), ('요리', 1), ('맛있었고', 1), ('추가', 1), ('주문', 1), ('성게', 1), ('알', 1), ('오징어', 1), ('먹물', 1), ('파스타', 1)]",긍정
34,도자기들도 이쁘고 음식도 좋아요,3.0,0.8634,"[('도자기', 1), ('이쁘고', 1), ('음식', 1), ('좋아요', 1)]",긍정
35,시즌별 메뉴도 있어요 총 4번 메뉴가 바뀜 한우 전복장 비빔밥 짱맛있어요,4.0,0.97,"[('메뉴', 2), ('시즌', 1), ('별', 1), ('있어요', 1), ('총', 1), ('번', 1), ('한우', 1), ('전복장', 1), ('비빔밥', 1), ('맛있어요', 1)]",긍정
36,돈을 많이 벌어야겠어요 너무 맛있는데 자주 올 수는 없어 오첩반상 제일 추천 ㅠㅠㅠㅠㅠ,5.0,0.9784,"[('돈', 1), ('맛있는데', 1), ('자주', 1), ('수', 1), ('없어', 1), ('첩', 1), ('반상', 1), ('제일', 1), ('추천', 1)]",긍정
37,폐스츄리칩 푸아그라가 마싰어요ㅎ 양고기도 맛있고 전통주도 좋았어요,5.0,0.9505,"[('폐스', 1), ('츄리', 1), ('칩', 1), ('푸아그라', 1), ('마싰어', 1), ('양고기', 1), ('맛있고', 1), ('전통주', 1), ('좋았어요', 1)]",긍정
38,요즘 핫하다고 하는 밍글스!! 분위기 좋아요,5.0,0.9358,"[('요즘', 1), ('핫', 1), ('밍글스', 1), ('분위기', 1), ('좋아요', 1)]",긍정
39,런치로 가서 코스로 먹었어요,3.0,0.7125,"[('런치', 1), ('코스', 1)]",긍정
40,음식이 나오는데 작품처럼 예쁘게 나와요!! 먹을수가없는데ㅠㅠ 너무마시씀,5.0,0.4321,"[('음식', 1), ('작품', 1), ('예쁘게', 1), ('없는데', 1)]",중립
41,요즘 핫 플레이스라는데,4.0,0.8738,"[('요즘', 1), ('핫', 1), ('레이스', 1), ('데', 1)]",긍정
42,다양한 시도와 다채로운 요리들에 런치가 한가지 코스밖에 없음에도 두번 세번 방문하고 싶게 만드는곳. 쉐프의 연구가 눈에 보인다!,5.0,0.6854,"[('다양한', 1), ('시도', 1), ('채', 1), ('요리', 1), ('런치', 1), ('한가지', 1), ('코스', 1), ('없음에도', 1), ('번', 1), ('세번', 1)]",긍정
43,쉐프님의 정성이 음식마다 다보여서좋아요. 런치가 35000원이면 저렴한편인데도 꽤 훌륭하답니다~,5.0,0.9906,"[('쉐프', 1), ('정성', 1), ('음식', 1), ('보', 1), ('좋아요', 1), ('런치', 1), ('저렴한', 1), ('꽤', 1), ('훌륭하답니다', 1)]",긍정
46,여기 디저트도 정말 맛있어요ㅎㅎㅎ 계란에 식혜가 들어가있어요 신박ㅋㅋ,5.0,0.9725,"[('여기', 1), ('디저트', 1), ('정말', 1), ('맛있어요', 1), ('계란', 1), ('식혜', 1), ('박', 1)]",긍정
47,해산물들이 되게 신선하고 고기도 정말 맛있네용><,4.0,0.992,"[('해산물', 1), ('신선하고', 1), ('고기', 1), ('정말', 1), ('맛있네용', 1)]",긍정
48,코스가 에피-메인-디저트로 나뉘는데 기본가격에서 선택메뉴에 따라 플러스됨 췟,5.0,0.5152,"[('코스', 1), ('에피', 1), ('메인', 1), ('디저트', 1), ('가격', 1), ('선택', 1), ('메뉴', 1), ('플러스', 1), ('췟', 1)]",중립
49,엄청난 맛은 아니지만 꽤 괜찮음,4.0,0.7262,"[('엄청난', 1), ('맛', 1), ('아니지만', 1), ('꽤', 1), ('괜찮음', 1)]",긍정
50,진짜 맘에 들음,4.0,0.9511,"[('진짜', 1), ('맘', 1)]",긍정
51,디너  추천할만한 것 같구요,4.0,0.8732,"[('디너', 1), ('추천', 1), ('것', 1), ('같구요', 1)]",긍정
52,맛나겠어요,3.0,0.5782,"[('맛', 1)]",중립
53,먹을만 했습니다.,4.0,0.7844,[],긍정
0,남자친구 발렌타인이벤트로 예약한 볼트82~ 고기좋아하는 남친에게 초콜렛대신 스테이크선물했습니닼ㅋㅋㅋㅋㅋㅋ 주머니는울지만 음식맛에 감동해 눈도울었어요,3.5,0.9856,"[('남자친구', 1), ('발렌타인', 1), ('이벤트', 1), ('예약', 1), ('볼트', 1), ('고기', 1), ('좋아하는', 1), ('남친', 1), ('초콜렛', 1), ('대신', 1)]",긍정
1,"고기자체만먹어도 충분히맛있어요~ 하지만 채소비율이적다보니, 별도로 샐러드추가주문으로 같이겯들어먹는걸 추천해요 ^^ 채소들도 눅눅함없이 모두신선한걸로 나와요",3.0,0.937,"[('채소', 2), ('자체', 1), ('충분히', 1), ('맛있어요', 1), ('비율', 1), ('별도', 1), ('샐러드', 1), ('추가', 1), ('주문', 1), ('겯', 1)]",긍정
2,제대로된 드라이징! 뉴욕여행이 다시떠올리게한 엄청난맛! 남자친구의 생일이벤트로 방문하게된 유명한곳! 지금껐살면서 최고의 생일선물을 받은하루였어요^^,3.5,0.9921,"[('생일', 2), ('제대로', 1), ('드라이', 1), ('징', 1), ('뉴욕', 1), ('여행', 1), ('다시', 1), ('엄청난', 1), ('맛', 1), ('남자친구', 1)]",긍정
3,다양한메뉴를 주문할필요없이  기본적인 사이드메뉴가 3~4가지되다보니 충분히 배부르게먹을수있었어요 ㅎㅎㅎ 무엇보다 고기가 정말부드럽네요. 수분기빠져보였는데 육즙이 장난아니에요,3.0,0.9685,"[('메뉴', 2), ('다양한', 1), ('주문', 1), ('필요없이', 1), ('기본', 1), ('사이드', 1), ('가지', 1), ('충분히', 1), ('배부르게', 1), ('무엇', 1)]",긍정
4,"테이블마다 꽃이놓여져있는데, 조화가아니라 진짜꽃이였어요 ㅎㅎㅎㅎ 색감이너무이뻐서 한참을 쳐다봤떠니 선물로주셨다는 ㅠㅠㅠ 사랑해요 볼트! 무엇보다 직원분들이 다..훈..남ㅎㅎㅎㅎㅎㅎ더사랑합니다",3.5,0.9807,"[('꽃', 2), ('사랑', 2), ('테이블', 1), ('화가', 1), ('아니라', 1), ('진짜', 1), ('색감', 1), ('이뻐서', 1), ('한참', 1), ('선물', 1)]",긍정
5,"입구 문열릴때부터 마지막 후식, 식후 배웅까지 크게힘들일거없이 친절하게 잘응대해준덕에 최고의 식사로 기억됩니다 . 저렴한곳에서 불친절에 불쾌한식사보단 차라리 이런곳이 나은듯",3.5,0.8981,"[('식사', 2), ('곳', 2), ('입구', 1), ('문', 1), ('때', 1), ('마지막', 1), ('후식', 1), ('식후', 1), ('배웅', 1), ('크게', 1)]",긍정
6,미국에서 먹던 고기못지않게 정말맛있었던 스테이크! 식전에 맛봤떤 구운토마토가 최고였어요! 만들어먹는방법만 알았다면 자주해먹었을텐데~~! 그냥 이곳에서 먹는걸로 만족할래요 >_<,3.0,0.9855,"[('미국', 1), ('고기', 1), ('못지않게', 1), ('정말', 1), ('맛있었던', 1), ('스테이크', 1), ('식전', 1), ('운', 1), ('토마토', 1), ('최고', 1)]",긍정
7,"분위기깡패로 소문난 볼트82, 한남점먼저가보고 청담점도와봤는데 이곳이 더 아름답습니다 ^^ 스테이크주문전 고기상태를 직접볼수있어요~ 먹고싶은양만큼 주문가능하니 더좋았어요",3.5,0.8897,"[('더', 2), ('분위기', 1), ('깡패', 1), ('볼트', 1), ('한남', 1), ('점', 1), ('먼저', 1), ('청담', 1), ('점도', 1), ('곳', 1)]",긍정
8,"식전빵과 포테이토, 토마토등 맛있는메뉴들이 많이나왔는데 고기를먹기위해 자제했습니다 ㅠㅠㅠㅠ 고기진열장보고 먹고싶은부위와 그램수를 정할수있음!!",3.0,0.6452,"[('고기', 2), ('식전', 1), ('빵', 1), ('포테이토', 1), ('토마토', 1), ('등', 1), ('맛있는', 1), ('메뉴', 1), ('먹기', 1), ('위해', 1)]",중립
9,전체적으로 신사적인분위기다보니 저도모르게 스스로 경건(?)해진다고해야하나 ㅎㅎㅎ 확실히 고급스런하루를 마무리하기좋은장소에요. 데이트장소로도 추천합니다,4.0,0.9803,"[('전체', 1), ('사적', 1), ('분위기', 1), ('도', 1), ('스스로', 1), ('경건', 1), ('확실히', 1), ('고급스런', 1), ('하루', 1), ('마무리', 1)]",긍정
10,"이른시간대에도 예약을 간신히됬어요~ 매장방문때 한적해서 ""뭐지?'싶었는데, 잠깐사이에 금새 넓은매장이 가득 차더라구요. 셔츠같던 냅킨이 귀여웠떤 맛집이에요 ^^",4.0,0.6298,"[('매장', 2), ('시간대', 1), ('예약', 1), ('방문', 1), ('때', 1), ('한적해서', 1), ('뭐', 1), ('잠깐', 1), ('사이', 1), ('넓은', 1)]",중립
11,유럽같은 느낌이 강한 외관건물!!! 입구들어가기전부터 홀딱반했던 볼트82! 드라이징스테이크가 유명한곳이에요!!!! 한남점에도 매장이있으니 꼭맛보셔아하는맛집,3.0,0.9205,"[('유럽', 1), ('같은', 1), ('느낌', 1), ('강한', 1), ('외관', 1), ('건물', 1), ('입구', 1), ('홀딱', 1), ('반했던', 1), ('볼트', 1)]",긍정
12,"이곳은 와인바와 레스토랑이 분리되어있다보니, 각각의 분위기가달라요 ~한잔하러오기도좋고, 은은하게 식사하기도좋고! 두가지매력을 느낄수있는곳이랍니다",4.0,0.9707,"[('곳', 2), ('좋고', 2), ('와인', 1), ('바', 1), ('레스토랑', 1), ('분리', 1), ('각각', 1), ('분위기', 1), ('달라', 1), ('한잔', 1)]",긍정
13,"여자들보단, 남자들만의 공간인것같이 묵직한분위기가강해요!",4.0,0.9099,"[('여자', 1), ('남자', 1), ('공간', 1), ('것', 1), ('묵직한', 1), ('분위기', 1), ('강해요', 1)]",긍정
14,런치메뉴로 수제버거 추천해요^^ 패티가 대박 육즙가득하고 가격대도 2만원으로 훌륭해용~,3.0,0.7307,"[('런치메뉴', 1), ('수제', 1), ('버거', 1), ('추천', 1), ('패티', 1), ('대박', 1), ('육즙', 1), ('가득하고', 1), ('가격', 1), ('대도', 1)]",긍정
15,위스키바와 스테이크하우스로 구성된곳^^ 드라이에이징 스테이크가 최고에요~,5.0,0.9827,"[('위스키', 1), ('바', 1), ('스테이크하우스', 1), ('구성', 1), ('곳', 1), ('드라이', 1), ('이징', 1), ('스테이크', 1), ('최고', 1)]",긍정
16,바와 스테이크하우스가 결합된 형태로있어요,4.0,0.8034,"[('바', 1), ('스테이크하우스', 1), ('결합', 1), ('형태', 1), ('있어요', 1)]",긍정
17,드라이 에이징된 고기의 맛을 제대로 느끼실수 있어요! 깊게 숙성된맛이 최고,3.0,0.9825,"[('맛', 2), ('드라이', 1), ('에이', 1), ('징', 1), ('고기', 1), ('제대로', 1), ('있어요', 1), ('깊게', 1), ('숙성', 1), ('최고', 1)]",긍정
18,진짜 뭐랄까나 영화 킹스맨 한장면같은?ㅎㅎㅎ비밀스러운곳에서 맛보는 스테이크!,4.0,0.8909,"[('진짜', 1), ('나', 1), ('영화', 1), ('킹스', 1), ('맨', 1), ('장면', 1), ('같은', 1), ('비밀스러운', 1), ('곳', 1), ('스테이크', 1)]",긍정
19,가면 킹스맨이 떠올라요 그래서그런지 남성분들이 웬지 더찾으실거 같은곳 ^^,5.0,0.6686,"[('가면', 1), ('킹스', 1), ('맨', 1), ('그런지', 1), ('남성', 1), ('웬', 1), ('더', 1), ('같은', 1), ('곳', 1)]",긍정
20,스테이크를 전문으로 요리하는 맛집답게 큼직한고기에 풍부한 육즙이 살아있는 맛이였어요,5.0,0.9585,"[('스테이크', 1), ('전문', 1), ('요리', 1), ('맛집', 1), ('답', 1), ('큼직한고기에', 1), ('풍부한', 1), ('육즙', 1), ('맛', 1)]",긍정
21,내부가 좀 어둡고 엔틱한 분위기. 스테이크 맛도 서비스도 좋았어요,4.0,0.9403,"[('내부', 1), ('좀', 1), ('어둡고', 1), ('엔틱', 1), ('분위기', 1), ('스테이크', 1), ('맛', 1), ('서비스', 1), ('좋았어요', 1)]",긍정
22,분위기도좋고 맛있고 2층에서 스테이크먹고 내려가서 위스키한잔하면 딱좋은 데이트코스,4.0,0.9674,"[('분위기', 1), ('좋고', 1), ('맛있고', 1), ('층', 1), ('스테이크', 1), ('위스키', 1), ('한잔', 1), ('딱좋은', 1), ('데이트', 1), ('코스', 1)]",긍정
23,역시 스테이크 맛집! 포터하우스 스테이크 추천!!! 정말 육즙이 풍부해요!!,5.0,0.9567,"[('스테이크', 2), ('역시', 1), ('맛집', 1), ('포터', 1), ('하우스', 1), ('추천', 1), ('정말', 1), ('육즙', 1), ('풍부해요', 1)]",긍정
24,구두케어 서비스가 있어서 직원이 다니며 물어봐요 무료서비스이니 받으세요,5.0,0.4425,"[('서비스', 2), ('구두', 1), ('케어', 1), ('있어서', 1), ('직원', 1), ('무료', 1)]",중립
25,저번엔 2층에서 스테이크 먹었는데 이번엔 지하에 위스키바 갔어요 분위기도 너무좋고 기본안주로 주는 크래커랑 바질페스토가 무한리필인데 맛이 짱짱,5.0,0.9732,"[('저번', 1), ('층', 1), ('스테이크', 1), ('이번', 1), ('지하', 1), ('위스키', 1), ('바', 1), ('분위기', 1), ('좋고', 1), ('안주', 1)]",긍정
26,크래커와 바질페스토는 기본 안주로서 위스키바에서 무한으로 즐기실수 있음!,3.0,0.9042,"[('크래커', 1), ('바질', 1), ('페스', 1), ('토', 1), ('기본', 1), ('안주', 1), ('로서', 1), ('위스키', 1), ('바', 1), ('무한', 1)]",긍정
27,분위기가 살짝 무거우면서 진지해보이는 느낌의 위스키바~ 위스키에 집중하기 좋은거 같아요 ㅎㅎ,3.0,0.9646,"[('위스키', 2), ('분위기', 1), ('살짝', 1), ('무거우면서', 1), ('진지해', 1), ('느낌', 1), ('바', 1), ('집중', 1), ('좋은', 1), ('거', 1)]",긍정
28,맛도 맛이지만 즐거운 요소가 더 많았던 맛집. 지하에는 바도있어서 나중엔 간단히 한잔하러오려구요!,4.0,0.97,"[('맛', 2), ('즐거운', 1), ('요소', 1), ('더', 1), ('많았던', 1), ('맛집', 1), ('지하', 1), ('바', 1), ('있어서', 1), ('나중', 1)]",긍정
29,칵테일보다도 더맛있는 스피니치스프레드….. 잼통에 넣어서 판매해줬으면 좋겠네…..,5.0,0.965,"[('칵테일', 1), ('더', 1), ('맛있는', 1), ('스', 1), ('스프레드', 1), ('잼통', 1), ('판매', 1), ('좋겠네', 1)]",긍정
30,스테이크전문점이라기보단 양복점같은느낌?ㅋㅋㅋㅋㅋㅋㅋㅋ,3.0,0.4029,"[('스테이크', 1), ('전문점', 1), ('복점', 1), ('같은', 1), ('느낌', 1)]",중립
31,"가도가도 적응안되지만, 이곳 음식맛은 완전 입맛에딱맞아서 안올수가없음..",3.0,0.0169,"[('가도', 2), ('적응', 1), ('안되지만', 1), ('곳', 1), ('음식', 1), ('맛', 1), ('완전', 1), ('입맛', 1), ('없음', 1)]",부정
32,"입장하는내내 잘못왔나 싶었는데, 테이블도착순간 분위기 넘 매력적이네요 ~",5.0,0.7993,"[('입장', 1), ('테이블', 1), ('도착', 1), ('순간', 1), ('분위기', 1), ('매력', 1)]",긍정
33,스테이크먹으면서 감튀랑 맥앤치즈도 사이드로 나왔는데 장난아니에요,5.0,0.213,"[('스테이크', 1), ('감', 1), ('튀랑', 1), ('맥앤치즈', 1), ('사이드', 1), ('장난', 1), ('아니에요', 1)]",부정
34,지하에 위치한 위스키바는 정말 분위기가 짱이네요 위스키를 제대로 즐기실수 있음!,5.0,0.974,"[('위스키', 2), ('지하', 1), ('위치', 1), ('바', 1), ('정말', 1), ('분위기', 1), ('제대로', 1), ('있음', 1)]",긍정
35,은밀한 장소로 느껴지니 뭔가 신선하면서도 재밋었어요~!!,4.0,0.9492,"[('은밀', 1), ('장소', 1), ('뭔가', 1), ('신선하면서도', 1), ('재밋었어', 1)]",긍정
